id, generated,ranking
1837,You don't put all three legs in the pants
1967,Ashtray is not a communication device.
178,Football is not played in outer space.
693,"If you hate a film, you should stop watching it."
1559,Exercising is good for health
1973,Interesting books are not food.
1777,A truck is too big to fit in a chair.
559,People do not sleep with grizzly bears.
1996,Hands are not used to see the world.
1125,A wrecking ball is not used to brush your hair.
417,Christmas eve is the most important day of the year.
861,Boats do not fly in the air
863,Flower petals are not part of a motor vehicle.
1672,Mice don't eat cats.
537,Tigers are found in zoos.
745,Renting movies is not a new trend.
344,A microwave is too big to fit in a bed.
939,A shovel is not sharp enough to cut grass.
1825,Rocks can't fly.
699,A PS4 is not edible.
635,Tears come out of the eyes not ears.
488,A dog cannot live in an aquarium.
40,Birds do not live in houses.
398,Stars are not visible during the day.
1723,Most people die at some point.
111,You can't buy presents for others.
989,Motor oil is not used to wash hair
440,Rugs don't bleed.
1184,Planes don't go to grocery stores
1318,Sweating does not occur outside.
479,Snowmen are not liquid.
265,Racists are not hated by everyone.
1719,Trees do not cause pollution.
1422,A pitcher cannot throw a ball at 200 MPH.
1648,Silver medals are not given in winning a race.
991,A fan cannot blow guns.
1220,Invitation is not the only way to have a party
235,You can't swim to the lowest point of the ocean in one breath.
41,Cement is not used to grow vegetables.
306,Orange juice is not green.
1555,Boats do not float on the road.
857,Dogs are not sold at shops
974,Pitchers don't hit home runs.
77,Groceries are not sold at the zoo.
92,Bed is not a place for eating.
1111,People do not sleep with makeup on their skin.
619,Dogs do not purr.
1907,No one can teach mathematics for ninety years
1295,A rhino is much bigger than a fridge.
539,Happiness cannot be jumped through.
1646,Math is a very useful tool for many people.
1883,People are usually red.
1642,Apples are not used in juice.
1196,A car engine is not a cooling device.
1233,Trains don't wait for passengers.
766,Radios don't play movies.
170,Toothbrush is not used for cleaning the car
263,Empty books are not educational.
115,Every day someone gets older.
1337,"If the eggs are left out in the sun, they will die."
1030,BEEPERS are not used to make music.
1947,Goldfish can't walk.
1289,"When you close a door,  it cannot be walked through."
737,Supermarkets don't sell tickets.
264,Singing does not help you jog.
1033,The moon is not open at 9pm.
91,Rocks are not bouncy objects.
410,You can't watch TV while urinating.
1351,A service center does not provide an oil change.
932,A swimming tank is not a football field.
1253,Plants need sunlight to grow.
944,Dead dogs are not able to learn tricks.
364,Lights are not shinny
161,You cannot drive in the sky.
942,Elephants are carnivores and eat meat.
1412,Sharks don't grow on vegetables.
1083,Malls are not found in the sky.
1901,Turkey is not a color
702,Yogurt is a food.
218,A planet does not cry tears
574,Books are not edible.
184,Zebras do not live in office buildings
276,Pitchers do not catch balls.
409,Dogs don't eat eucalyptus leaves.
531,Plastic is recyclable.
1856,A donkey cannot ride a bike.
986,The sun rises in the east
994,People learn how to speak and walk at the same time.
1611,Chicken cannot be cooked in a refrigerator.
1871,Babies are not a place to sit.
191,An assistant is not a person to enter a system.
1418,Volcanoes do not produce snowballs.
365,Poison is not edible.
1075,Playing in the mud will make the dog dirty.
1024,Gas is not used to wash clothes.
245,Knives are not used for healing.
1283,Airplanes do not have car engines.
529,Racism is not over.
1093,Gold cannot be taken home.
905,Sun is not found in the night.
899,Library is not a place to store octopus.
832,Snakes are not eatable.
1120,"If you are full, you should not drink water."
1939,A book store does not sell cars.
1043,People behave loudly when they are angry.
883,Films are fictional.
1757,A car is much bigger than a bike.
1287,Fairies don't exist.
1114,Sunny days don't make you wet.
8,Hockey is not a financial institution.
1945,Water without a container will not fit in the freefreezer for 24 hours
1053,Sand is not a liquid.
1123,No one can run for 2 inches.
